id,establishedYear,title,city,description,houseType,bhkType,address,shared,bedAvailable,roomAvailable,availableFor,bookingType,area(sq-fit),bathroomCount,furnishingType,facilities,minRent(Rs),minRoomRent(Rs),minRoomAdvance(Rs),lat,long,available_from
268460,2019.0,Paras Tierea Society,noida,"This comfortable 1 BHK fully_furnished, house is located in the heart of Paras Tierea, Noida. Priced at ₹20000 for full house.",Gated Society Apartment,1 BHK,sector 137,1,0,1,"girls,family",house,495,1,fully_furnished,"['Swimming Pool', 'AC', 'Security', 'Tv']",17700,17700,17700,28.506072998046875,77.40989685058594,2023-10-07
316653,2021.0,Chetan Nest,bengaluru,"Looking for a spacious 3 BHK independent apartment for family at an affordable price in Uttarahalli, Bengaluru? Then, this is right one for you.",Independent Apartment,3 BHK,uttarahalli,3,0,3,family,house,1200,2,semi_furnished,[],8666,8666,25998,12.90446662902832,77.54097747802734,2023-10-07
36026,,Kavita Goswami Nest,newdelhi,"Located at Greater Kailash, New delhi, this comfortable 3 BHK independent house, which is priced at ₹9500 per bed with a security deposit of ₹9500.",Independent House,3 BHK,zamrudpur,2,2,0,girls,bed,1800,1,semi_furnished,['Gym'],9500,34330,34330,28.557907104492188,77.23596954345703,2023-10-06
66929,,Ashika Saju,chennai,"Looking for a quiet 2 BHK independent house for girls at an affordable price in Mettukuppam, Chennai? Then, this is right one for you.",Independent House,2 BHK,thuraipakkam,4,0,2,girls,bed,1000,0,fully_furnished,[],6000,12000,24000,12.93674659729004,80.23674774169922,2023-10-07
253826,2018.0,Bhairavnath Complex ,pune,"Located at Deshmukh Colony, Pune, this comfortable 3 BHK gated society apartment, which is priced at ₹5500 per bed with a security deposit of ₹11000.",Gated Society Apartment,3 BHK,fursungi,1,1,0,girls,bed,1400,2,fully_furnished,"['Security', 'Fridge']",5500,10950,21900,18.48966789245605,73.94940948486328,2023-10-09
270124,2015.0,Kayzad Nest#5,mumbai,"This cosy 2 BHK fully_furnished, house is located in the heart of Safed Pool, Mumbai. Priced at ₹15100 per bed.",Gated Society Apartment,2 BHK,sakinaka,1,1,0,girls,bed,750,2,fully_furnished,['Security'],15100,31350,62700,19.09746360778809,72.8858642578125,2023-11-30
22122,,Aditya Sethi House,gurugram,"Located at Block C, Gurugram, this beautiful 2 BHK independent house, which is priced at ₹3000 per bed with a security deposit of ₹6000.",Independent House,2 BHK,ardee city,3,0,1,girls,bed,950,0,fully_furnished,[],3000,13450,26900,28.439603805541992,77.0759506225586,2023-10-31
274943,2021.0,Supriya Nest_203,bengaluru,"This quiet semi_furnished 1 BHK independent apartment for family is located at Janatha Colony,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,1 BHK,doddakannalli,1,0,1,family,house,500,1,semi_furnished,[],14000,14000,28000,12.913541793823242,77.6992416381836,2023-10-07
258487,2018.0,Gulmohar,indore,"This charming semi_furnished 3 BHK independent house for family is located at Nipania,Indore and is close to the major commercial centres of the area.",Independent House,3 BHK,nipania,3,0,3,family,house,1000,3,semi_furnished,[],3666,3666,22000,22.76118278503418,75.9295425415039,2023-10-07
266063,2020.0,Eden Park Apartment_403,bengaluru,"This quiet semi_furnished 4 BHK independent house for boys is located at Bhel Layout Stage 2 Extension South,Bengaluru and is close to the major commercial centres of the area.",Independent House,4 BHK,rajarajeshwari nagar,2,0,1,boys,bed,2000,3,semi_furnished,"['Power Backup', 'Fridge']",6000,13000,26000,12.912554740905762,77.50872802734375,2023-10-07
322164,2020.0,Rail Vihar Co Op Housing Society_B1 / 1,pune,"This beautiful 1 BHK unfurnished, house is located in the heart of Bijli Nagar, Pune. Priced at ₹15500 for full house.",Independent Apartment,1 BHK,chinchwad,1,0,1,family,house,500,1,unfurnished,"['Power Backup', 'Security']",15500,15500,31000,18.643686294555664,73.76872253417969,2023-10-10
123483,2003.0,RK Nest1,bengaluru,"This spacious unfurnished 1 BHK independent house for boys is located at Vittasandra,Bengaluru and is close to the major commercial centres of the area.",Independent House,1 BHK,vittasandra,1,0,1,boys,house,100,1,unfurnished,[],3000,4000,8000,12.856667518615724,77.63581848144531,2023-10-07
95980,,"flat no.-K2-5021 ""SOBHA HABITECH""",bengaluru,"This cosy 3 BHK fully_furnished, house is located in the heart of Whitefield, Bengaluru. Priced at ₹43800 for full house.",Gated Society Apartment,3 BHK,whitefield,6,2,3,family,house,1540,1,fully_furnished,"['Swimming Pool', 'Gym', 'Power Backup', 'Security', 'Washing Machine', 'Fridge', 'Tv']",7300,14600,14600,12.98233127593994,77.75424194335938,2023-10-09
360042,2020.0,M3M Skywalk,gurugram,"Located at Sector 74, Gurugram, this beautiful 2 BHK independent apartment, which is priced at ₹47000 for full house with a security deposit of ₹94000.",Independent Apartment,2 BHK,sector 74,2,0,2,"boys,girls,family",house,1470,2,semi_furnished,"['Swimming Pool', 'Gym']",23500,23500,94000,28.402755737304688,77.00603485107422,2023-10-07
359927,2000.0,Shivakumar Nest-101,bengaluru,"This quiet semi_furnished 2 BHK independent apartment for boys, girls, and family is located at Coconut Garden,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,2 BHK,nagarbhavi stage 1,2,0,2,"boys,girls,family",house,1200,1,semi_furnished,[],6600,6600,19800,12.96080493927002,77.5189208984375,2023-10-07
359344,2020.0,The Village Kothari_B1-202,pune,"This cosy 2 BHK fully_furnished, house is located in the heart of Kuthwad Colony, Pune. Priced at ₹28160 for full house.",Gated Society Apartment,2 BHK,lohegaon,2,0,2,"boys,girls",house,1100,2,fully_furnished,"['Swimming Pool', 'Gym', 'AC', 'Power Backup', 'Security', 'Washing Machine', 'Fridge', 'Tv']",15000,15000,30000,18.603168487548828,73.92121887207031,2023-10-10
332985,2014.0,RAJARAM NEST 2,chennai,"Looking for a spacious 1 BK independent house for boys at an affordable price in Uthandi, Chennai? Then, this is right one for you.",Independent House,1 BK,uthandi,1,0,1,boys,house,500,1,fully_furnished,"['Gym', 'AC', 'Power Backup', 'Fridge']",15000,15000,45000,12.869858741760254,80.24565887451172,2023-10-07
201455,2001.0,Vishal House Sarita Vihar,newdelhi,"This quiet semi_furnished 3 BHK independent house for boys is located at Pocket G,New delhi and is close to the major commercial centres of the area.",Independent House,3 BHK,sarita vihar,2,0,2,boys,bed,1500,3,semi_furnished,[],11850,11850,23700,28.53232955932617,77.29350280761719,2023-10-23
360564,2023.0,Madhu bhavan Nest_105,bengaluru,"This beautiful 1 BHK semi_furnished, house is located in the heart of Gulimangala, Bengaluru. Priced at ₹11000 for full house.",Independent Apartment,1 BHK,gulimangala,1,0,1,"boys,girls,family",house,500,1,semi_furnished,[],11000,11000,55000,12.847005844116213,77.68448638916016,2023-10-07
5613,,A1004- NCC ivory heights,bengaluru,"Looking for a spacious 3 BHK independent house for girls at an affordable price in B Narayanapura, Bengaluru? Then, this is right one for you.",Independent House,3 BHK,mahadevapura,1,1,0,girls,bed,1930,1,fully_furnished,[],12710,22550,45100,12.99376392364502,77.68464660644531,2023-10-06
360959,2010.0,"2 BHK Fully Furnished, Pimple Nilakh",pune,"This quiet fully_furnished 2 BHK gated society apartment for family is located at Godrej Infinity Society,Pune and is close to the major commercial centres of the area.",Gated Society Apartment,2 BHK,shaniwar peth,2,0,2,family,house,800,2,fully_furnished,"['AC', 'Washing Machine', 'Fridge']",10500,10500,40000,18.51979637145996,73.8526382446289,2023-10-10
29294,2018.0,Kishor Narsing rao Bemelkhedkar,bengaluru,"Located at Whitefield, Bengaluru, this comfortable 3 BHK gated society apartment, which is priced at ₹5350 per bed with a security deposit of ₹10700.",Gated Society Apartment,3 BHK,whitefield,2,0,1,girls,bed,1400,3,fully_furnished,['Security'],5350,14500,29000,12.982284545898438,77.75999450683594,2023-11-28
17469,,Chabbria Regency Apartment(201),bengaluru,"Looking for a spacious 2 BHK gated society apartment for boys at an affordable price in Dharmana Garden, Bengaluru? Then, this is right one for you.",Gated Society Apartment,2 BHK,chamundi nagar,3,1,1,boys,bed,0,2,fully_furnished,['Security'],5600,8400,8400,13.026856422424316,77.59950256347656,2023-10-06
283655,2015.0,Defence Colony Pune - Phase IV_ C-601,pune,"This quiet semi_furnished 3 BHK gated society apartment for boys is located at Wagholi, Amrut Nagri,Pune and is close to the major commercial centres of the area.",Gated Society Apartment,3 BHK,wagholi,2,0,1,boys,bed,1200,3,semi_furnished,"['Security', 'Washing Machine', 'Fridge', 'Tv']",5500,11000,11000,18.58919334411621,73.9832992553711,2023-10-10
9660,,Divo Nest 62,noida,"This beautiful 3 BHK fully_furnished, house is located in the heart of Block C, Noida. Priced at ₹9000 per bed.",Gated Society Apartment,3 BHK,sector 62,2,1,0,girls,bed,1000,2,fully_furnished,"['Power Backup', 'Security']",9000,18000,36000,28.616077423095703,77.37017059326172,2023-10-06
359932,2023.0,Nikhath nest,hyderabad,"This cosy 3 BHK semi_furnished, house is located in the heart of Vikas Puri, Hyderabad. Priced at ₹40000 for full house.",Independent Apartment,3 BHK,sanjeeva reddy nagar,3,0,3,"boys,girls,family",house,1460,3,semi_furnished,[],13000,13000,80000,17.448793411254883,78.4315185546875,2023-10-07
359260,2022.0,Poojappa Srinivasa Reddy Nest 301,bengaluru,"This cosy 1 BHK semi_furnished, house is located in the heart of Sai Sree Layout, Bengaluru. Priced at ₹9500 for full house.",Independent Apartment,1 BHK,naganathapura,1,0,1,"girls,family",house,650,1,semi_furnished,[],9500,9500,28500,12.87888526916504,77.65603637695312,2023-10-07
235576,2010.0,Jha house,indore,"This cosy 2 BHK semi_furnished, house is located in the heart of Tulsi Nagar, Indore. Priced at ₹11500 for full house.",Independent House,2 BHK,tulsi nagar,2,0,2,family,house,1000,2,semi_furnished,[],5750,5750,11500,22.761022567749023,75.91661834716797,2023-10-07
73754,,1 Room In Vivekanand Nest,hyderabad,"Located at Gagan Vihar Colony, Hyderabad, this comfortable  independent house, which is priced at ₹17530 for full house with a security deposit of ₹35060.",Independent House,,begumpet,2,0,1,girls,house,800,0,unfurnished,['Security'],8765,17530,35060,17.44813346862793,78.46903228759766,2023-10-07
254607,2018.0,M R Residency 201,bengaluru,"This spacious semi_furnished 1 BHK gated society apartment for boys, girls, and family is located at Doddanagamangala,Bengaluru and is close to the major commercial centres of the area.",Gated Society Apartment,1 BHK,doddanagamangala,1,0,1,"boys,girls,family",house,740,1,semi_furnished,['Security'],13000,13000,39000,12.858463287353516,77.67398834228516,2023-11-01
295368,2009.0,DOMODARAM   NEST 401,bengaluru,"This beautiful 1 BHK semi_furnished, house is located in the heart of Thirumalashettyhally, Bengaluru. Priced at ₹9000 for full house.",Independent Apartment,1 BHK,koralur,1,0,1,"boys,girls,family",house,600,1,semi_furnished,[],9000,9000,36000,12.98841667175293,77.78754425048828,2023-10-07
59686,,NEERAJ HOUSE DELHI,newdelhi,"Located at Kishangarh, New delhi, this cosy 3 BHK independent house, which is priced at ₹10000 per bed with a security deposit of ₹20000.",Independent House,3 BHK,vasant kunj,4,1,2,boys,bed,900,1,semi_furnished,[],10000,15000,30000,28.515092849731445,77.16572570800781,2023-10-07
359465,2020.0,Dattatraya Complex_ 101,pune,"Looking for a quiet 1 BHK independent apartment for boys, girls, and family at an affordable price in Dattatray Complex, Pune? Then, this is right one for you.",Independent Apartment,1 BHK,phursungi,1,0,1,"boys,girls,family",house,600,1,semi_furnished,['Security'],9000,9000,18000,18.473411560058597,73.96050262451172,2023-10-10
265906,2020.0,Parkash Nest,newdelhi,"Located at Akshardham Apartment Pocket 3, New delhi, this cosy 1 BHK independent house, which is priced at ₹13000 for full house with a security deposit of ₹13000.",Independent House,1 BHK,sector 19 dwarka,1,0,1,"boys,girls,family",house,550,1,semi_furnished,[],13000,13000,13000,28.58308219909668,77.04369354248047,2023-10-07
346959,2023.0,Jain Nest,mumbai,"This spacious semi_furnished 3 BHK independent apartment for boys is located at One Spirit,Mumbai and is close to the major commercial centres of the area.",Independent Apartment,3 BHK,mulund west,1,1,0,boys,house,1300,3,semi_furnished,"['Gym', 'Power Backup', 'Security', 'Washing Machine', 'Fridge']",9000,35500,71000,19.16842460632324,72.93647003173828,2023-11-01
318071,2020.0,CASA FELIZ _ C 901_A,pune,"This quiet fully_furnished 1 BK gated society apartment for girls is located at Hadapsar,Pune and is close to the major commercial centres of the area.",Gated Society Apartment,1 BK,magarpatta city,2,0,1,girls,bed,200,1,fully_furnished,"['Swimming Pool', 'Gym', 'Power Backup', 'Security', 'Washing Machine', 'Fridge']",8500,17000,34000,18.519311904907227,73.91981506347656,2023-10-10
360638,2020.0,RS  COMFORT NEST-004,bengaluru,"Located at Lakshmisagar Layout, Bengaluru, this comfortable 1 BHK independent apartment, which is priced at ₹25000 for full house with a security deposit of ₹75000.",Independent Apartment,1 BHK,mahadevapura,1,0,1,"boys,girls,family",house,450,1,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",25000,25000,75000,12.993149757385254,77.69349670410156,2023-10-07
281672,2010.0,Birender House_1 RK,newdelhi,"This comfortable 1 BK semi_furnished, house is located in the heart of Sarita Vihar, New delhi. Priced at ₹7750 for full house.",Independent Apartment,1 BK,sarita vihar,1,0,1,"boys,girls,family",house,500,1,semi_furnished,['Fridge'],15400,15400,15400,28.537248611450195,77.29740905761719,2023-10-07
360824,2019.0,Adarshmay Apartment_10,pune,"This comfortable STUDIO fully_furnished, house is located in the heart of Lohegaon, Pune. Priced at ₹8000 for full house.",Independent Apartment,STUDIO,lohegaon,1,0,1,"boys,girls",house,350,1,fully_furnished,[],8000,8000,8000,18.616270065307617,73.91485595703125,2023-10-07
13179,,T302 Mallesh NEST,bengaluru,"This spacious fully_furnished 2 BHK independent house for family is located at Poornapragna Housing Society Layout,Bengaluru and is close to the major commercial centres of the area.",Independent House,2 BHK,kodipur,4,0,2,family,house,1200,1,fully_furnished,[],4500,9000,18000,12.907111167907717,77.53722381591797,2023-11-10
359623,2022.0,Ashish Apartment_B 201,mumbai,"This charming fully_furnished 1 BHK independent apartment for family is located at Natwar Nagar,Mumbai and is close to the major commercial centres of the area.",Independent Apartment,1 BHK,jogeshwari east,1,0,1,family,house,450,1,fully_furnished,"['Power Backup', 'Security']",30000,30000,90000,19.125709533691406,72.8492202758789,2023-10-10
353871,2020.0,HelloWorld Sarjapur,bengaluru,"This spacious semi_furnished STUDIO independent apartment for boys and girls is located at Marathahalli,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,STUDIO,doddakannalli,2,0,1,"boys,girls",bed,350,1,semi_furnished,"['Power Backup', 'Washing Machine', 'Fridge', 'Tv']",10000,20000,20000,12.907061576843262,77.69303131103516,2023-10-07
360713,2023.0,Srinivas Nilayam Nest-301,bengaluru,"Looking for a quiet 1 BHK independent apartment for boys, girls, and family at an affordable price in Electronic City, Bengaluru? Then, this is right one for you.",Independent Apartment,1 BHK,electronic city,1,0,1,"boys,girls,family",house,650,1,fully_furnished,"['Fridge', 'Tv']",20000,20000,40000,12.855130195617676,77.67378997802734,2023-10-07
235611,2005.0,Vishal Nest,indore,"This spacious semi_furnished STUDIO independent house for boys and girls is located at Sector I,Indore and is close to the major commercial centres of the area.",Independent House,STUDIO,lig colony,1,0,1,"boys,girls",house,500,1,semi_furnished,[],5500,5500,5500,22.740434646606445,75.88697052001953,2023-10-07
359734,2023.0,ZIRCON CHS_2708,mumbai,"Located at One Spirit, Mumbai, this cosy 2 BHK gated society apartment, which is priced at ₹45000 for full house with a security deposit of ₹135000.",Gated Society Apartment,2 BHK,mulund west,2,0,2,family,house,718,2,unfurnished,"['Power Backup', 'Security', 'Washing Machine', 'Fridge']",22500,22500,67500,19.168825149536133,72.93687438964844,2023-10-10
276953,2003.0,"Vaikund Sundaram , Phase 2 ",chennai,"Looking for a quiet 4 BHK gated society villa for boys at an affordable price in Vaikund Sundaram, Chennai? Then, this is right one for you.",Gated Society Villa,4 BHK,karappakkam,8,0,4,boys,bed,1800,3,fully_furnished,"['Gym', 'AC', 'Power Backup', 'Security', 'Washing Machine', 'Fridge', 'Tv']",6350,12700,25400,12.910795211791992,80.23564910888672,2023-10-07
341204,2000.0,Sofiya.Nest ,mumbai,"This comfortable 3 BHK semi_furnished, house is located in the heart of Lokhandwala Complex, Mumbai. Priced at ₹110000 for full house.",Independent Apartment,3 BHK,andheri west,3,0,3,"boys,family",house,1300,3,semi_furnished,"['AC', 'Power Backup', 'Security']",36666,36666,91665,19.143648147583008,72.82371520996094,2023-10-10
8379,,Rajarajeshwari 1A Nest,bengaluru,"This spacious fully_furnished 3 BHK independent apartment for boys is located at Lingarajapuram Village,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,3 BHK,lingarajapura,4,0,2,boys,bed,1300,2,fully_furnished,[],6000,14800,37000,13.007400512695312,77.62571716308594,2023-10-07
332921,2020.0,Siddhi Homebase_03,pune,"Looking for a quiet 1 BH independent apartment for boys at an affordable price in Jyotiba Nagar, Pune? Then, this is right one for you.",Independent Apartment,1 BH,talwade,4,0,1,boys,bed,350,1,semi_furnished,"['Security', 'Tv']",4500,18000,18000,18.69410896301269,73.79122924804688,2023-10-10
268322,2020.0,Rekha nest3,newdelhi,"Located at Santosh Park, New delhi, this comfortable STUDIO independent house, which is priced at ₹11000 for full house with a security deposit of ₹11000.",Independent House,STUDIO,uttam nagar,1,0,1,"boys,girls,family",house,200,1,fully_furnished,['AC'],11000,11000,11000,28.616474151611328,77.0584716796875,2023-10-07
340762,2020.0,Dharmaraaj Laxman Gadekar_1,pune,"Located at Gajanan Maharaj Nagar, Pune, this cosy 1 BHK independent house, which is priced at ₹13500 for full house with a security deposit of ₹27000.",Independent House,1 BHK,pimple gurav,1,0,1,"boys,girls,family",house,450,1,semi_furnished,[],13500,13500,27000,18.58777618408203,73.8142318725586,2023-10-10
266754,2016.0,Muthu's Nest GF ,bengaluru,"Located at Muddanna Layout, Bengaluru, this beautiful STUDIO independent apartment, which is priced at ₹11000 for full house with a security deposit of ₹22000.",Independent Apartment,STUDIO,hennur bande,1,0,1,boys,house,700,1,semi_furnished,"['Fridge', 'Tv']",11000,11000,22000,13.034526824951172,77.63702392578125,2023-10-07
361029,2020.0,Godrej Aqua Nest-D504,bengaluru,"Looking for a spacious 3 BHK gated society apartment for family at an affordable price in Kodagalahatti, Bengaluru? Then, this is right one for you.",Gated Society Apartment,3 BHK,kodagalahatti,3,0,3,family,house,1600,3,semi_furnished,['Security'],14000,14000,252000,13.146684646606444,77.6333999633789,2023-10-07
356948,2010.0,Sai Tulasi Lakshmi Nest,bengaluru,"This comfortable 3 BHK fully_furnished, house is located in the heart of Block 1, Bengaluru. Priced at ₹75000 for full house.",Independent Apartment,3 BHK,koramangala,3,0,3,"boys,girls,family",house,1200,1,fully_furnished,[],25000,25000,300000,12.928495407104492,77.63533020019531,2023-10-07
359397,2020.0,Babu Khan Aneesh Towers_208,hyderabad,"Looking for a spacious 3 BHK independent apartment for girls and family at an affordable price in Padmarao Nagar, Hyderabad? Then, this is right one for you.",Independent Apartment,3 BHK,padmarao nagar,3,0,3,"girls,family",house,1500,3,semi_furnished,['Security'],12000,12000,12000,17.42824935913086,78.50328826904297,2023-10-07
340093,2016.0,KIRAN U Nest 101,bengaluru,"Looking for a charming 1 BHK independent house for boys, girls, and family at an affordable price in Vidyamanya Nagar, Andhrahalli, Bengaluru, Karnataka, India, Bengaluru? Then, this is right one for you.",Independent House,1 BHK,andhrahalli,1,0,1,"boys,girls,family",house,800,1,semi_furnished,[],6050,6050,18150,13.012166976928713,77.48236083984375,2023-10-07
293777,2021.0,Bhavani Nest 101,bengaluru,"Looking for a quiet 1 BHK independent house for boys, girls, and family at an affordable price in Pattanagere, Bengaluru? Then, this is right one for you.",Independent House,1 BHK,rajarajeshwari nagar,1,0,1,"boys,girls,family",house,600,1,semi_furnished,[],9800,9800,29400,12.919249534606934,77.50497436523438,2023-10-07
3466,,101  Abraham Nest,bengaluru,"Located at Kasturi Nagar, Bengaluru, this cosy 4 BHK independent house, which is priced at ₹5500 per bed with a security deposit of ₹11000.",Independent House,4 BHK,banaswadi,2,0,1,boys,bed,1300,0,fully_furnished,[],5500,16000,32000,13.008460998535156,77.65744018554688,2023-10-16
131215,,Amarjeet Bikram .NEST E79,newdelhi,"This charming fully_furnished 4 BHK independent house for girls is located at Block E,New delhi and is close to the major commercial centres of the area.",Independent House,4 BHK,kalkaji,3,1,1,girls,bed,2000,0,fully_furnished,[],10800,23650,23650,28.543642044067383,77.25592803955078,2023-11-11
357874,2019.0,Pintu Agarwal Nest -208,bengaluru,"Located at Someshwara Layout, Bengaluru, this cosy 1 BK independent apartment, which is priced at ₹8000 per bed with a security deposit of ₹32000.",Independent Apartment,1 BK,hulimavu,2,0,1,boys,bed,120,1,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",8000,16000,32000,12.878775596618652,77.60103607177734,2023-10-07
301201,2023.0,Gulab Bhagh 4,indore,"Looking for a charming 1 BHK independent house for boys and girls at an affordable price in Baap Jee Nagar, Indore? Then, this is right one for you.",Independent House,1 BHK,baap jee nagar,2,0,1,"boys,girls",bed,500,1,fully_furnished,"['AC', 'Fridge', 'Tv']",6750,13500,27000,22.766000747680664,75.90306091308594,2023-10-07
16978,,Singh House sector 21A,gurugram,"Located at Sector 21, Gurugram, this cosy 4 BHK independent house, which is priced at ₹10000 per bed with a security deposit of ₹10000.",Independent House,4 BHK,sector 21,3,1,1,boys,bed,1500,1,fully_furnished,[],10000,20000,20000,28.51177024841309,77.06891632080078,2023-10-06
324135,2021.0,Priya nest,chennai,"This spacious fully_furnished 2 BHK independent house for boys is located at Ambrosia Apartment,Chennai and is close to the major commercial centres of the area.",Independent House,2 BHK,semmanjeri,4,0,2,boys,bed,980,2,fully_furnished,"['AC', 'Washing Machine', 'Fridge']",7560,15120,30240,12.876729011535645,80.21916198730469,2023-10-07
127357,,Ashwini Nest #101,pune,"Looking for a charming 3 BHK independent apartment for boys at an affordable price in Swati Park, Pune? Then, this is right one for you.",Independent Apartment,3 BHK,baner gaon,1,1,0,boys,bed,1500,0,semi_furnished,['Power Backup'],8700,19050,38100,18.56303596496582,73.77574157714844,2023-10-11
27177,2010.0,5 BHK in GEMS PRIDE,hyderabad,"Looking for a spacious 5 BHK gated society apartment for boys at an affordable price in Begumpet Extension, Hyderabad? Then, this is right one for you.",Gated Society Apartment,5 BHK,begumpet,3,1,1,boys,bed,3000,1,fully_furnished,['Security'],7900,17000,34000,17.446950912475586,78.46332550048828,2023-10-23
258616,2000.0,Santosh Nest,mumbai,"This cosy 4 BHK fully_furnished, house is located in the heart of Dindoshi, Mumbai. Priced at ₹15000 per bed.",Independent House,4 BHK,malad east,2,2,0,boys,bed,1710,4,fully_furnished,"['AC', 'Fridge']",15000,30300,90900,19.17612648010254,72.86121368408203,2023-10-09
24454,,Bansal Nest Kalkaji,newdelhi,"Located at Block E, New delhi, this cosy 3 BHK independent house, which is priced at ₹8000 per bed with a security deposit of ₹20000.",Independent House,3 BHK,kalkaji,2,1,0,boys,bed,1200,0,semi_furnished,[],8000,16000,40000,28.543779373168945,77.25395965576172,2023-10-06
356302,2010.0,Uttam Shivram Gaware,pune,"Located at Dagadu Patil Nagar, Pune, this cosy 1 BK independent house, which is priced at ₹12000 for full house with a security deposit of ₹24000.",Independent House,1 BK,thergaon,1,0,1,"boys,girls,family",house,450,1,unfurnished,[],12000,12000,24000,18.6141414642334,73.77839660644531,2023-10-10
309335,2015.0,DEVESH NEST VASANT KUNJ,newdelhi,"This quiet fully_furnished 3 BHK independent apartment for boys and girls is located at Vasant Kunj Enclave,New delhi and is close to the major commercial centres of the area.",Independent Apartment,3 BHK,vasant kunj,6,0,3,"boys,girls",bed,1250,2,fully_furnished,"['Washing Machine', 'Fridge']",7500,15000,30000,28.5302848815918,77.13591766357422,2023-10-07
18780,,Chandramohan's Nest,mumbai,"This beautiful 4 BHK fully_furnished, house is located in the heart of Indian Oil Nagar, Mumbai. Priced at ₹10500 per bed.",Gated Society Apartment,4 BHK,shivaji nagar,3,1,1,boys,bed,0,2,fully_furnished,['Security'],10500,23900,47800,19.064329147338867,72.9122314453125,2023-10-20
310806,2020.0,Sankalp apartment _301,pune,"Located at Hadapsar, Pune, this beautiful 3 BHK independent apartment, which is priced at ₹10300 per bed with a security deposit of ₹20600.",Independent Apartment,3 BHK,magarpatta,3,1,1,boys,bed,1800,3,fully_furnished,"['Security', 'Washing Machine', 'Fridge']",10300,20000,40000,18.518463134765625,73.91947937011719,2023-10-10
357896,2019.0,Pintu Agarwal Nest -306,bengaluru,"This comfortable 1 BK fully_furnished, house is located in the heart of Someshwara Layout, Bengaluru. Priced at ₹8000 per bed.",Independent Apartment,1 BK,hulimavu,2,0,1,boys,bed,120,1,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",8000,16000,32000,12.878775596618652,77.60103607177734,2023-10-07
348655,2020.0,ZOHEB ISLAM SHAIKH Nest_01 A,pune,"This charming semi_furnished 1 BK independent house for boys and girls is located at Rajiv Nagar,Pune and is close to the major commercial centres of the area.",Independent House,1 BK,viman nagar,3,0,1,"boys,girls",bed,300,2,semi_furnished,"['Washing Machine', 'Fridge']",11000,33000,33000,18.56992530822754,73.91352081298828,2023-10-10
359290,2020.0,Swati Gopal Sathe Nest,pune,"Located at Sambhaji Nagar, Pune, this cosy 2 BHK independent house, which is priced at ₹6000 per bed with a security deposit of ₹12000.",Independent House,2 BHK,thergaon,4,0,2,"boys,girls",bed,1000,2,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",6000,12000,24000,18.60515022277832,73.77656555175781,2023-10-10
284514,2022.0,Task-Us Studios_12,indore,"Located at Tapeshwari Bagh Colony, Indore, this beautiful 1 BK independent house, which is priced at ₹6500 for full house with a security deposit of ₹6500.",Independent House,1 BK,tapeshwari bagh colony,1,0,1,"girls,family",house,300,1,semi_furnished,[],6500,6500,6500,22.747604370117188,75.90618896484375,2023-10-07
21599,,1003 B Megapolis Sangaria,pune,"This quiet fully_furnished 3 BHK gated society apartment for boys is located at Rajiv Gandhi Infotech Park,Pune and is close to the major commercial centres of the area.",Gated Society Apartment,3 BHK,hinjawadi,2,1,0,boys,bed,1300,1,fully_furnished,"['Swimming Pool', 'Gym', 'Security']",7900,15750,31500,18.573972702026367,73.68084716796875,2023-10-19
342022,2017.0,V M Mansion 303,bengaluru,"Located at Yelahanka, Bengaluru, this cosy 1 BK independent apartment, which is priced at ₹7500 for full house with a security deposit of ₹22500.",Independent Apartment,1 BK,yelahanka,1,0,1,family,house,250,1,semi_furnished,[],7500,7500,22500,13.104286193847656,77.59770965576172,2023-10-07
355311,2023.0,HNR Apartment-301,bengaluru,"This spacious semi_furnished 1 BHK independent apartment for boys, girls, and family is located at Sbm Colony,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,1 BHK,mathikere,1,0,1,"boys,girls,family",house,500,1,semi_furnished,[],10000,10000,60000,13.036417007446287,77.55722045898438,2023-10-07
356750,2023.0,Sowparnika Flamenco ,bengaluru,"Located at Sarjapura, Bengaluru, this comfortable 1 BHK gated society apartment, which is priced at ₹16500 for full house with a security deposit of ₹49500.",Gated Society Apartment,1 BHK,sarjapura,1,0,1,family,house,450,1,semi_furnished,"['Swimming Pool', 'Gym', 'Security']",16500,16500,49500,12.855215072631836,77.78511047363281,2023-10-07
344558,2023.0,Zircon Nest,mumbai,"Located at Vidya Vihar, Mumbai, this comfortable 3 BHK independent apartment, which is priced at ₹45000 for full house with a security deposit of ₹135000.",Independent Apartment,3 BHK,mulund west,3,0,3,family,house,785,2,unfurnished,"['Gym', 'Power Backup', 'Security']",20370,20370,61110,19.17276382446289,72.9508056640625,2023-10-10
