id,establishedYear,title,city,description,houseType,bhkType,address,shared,bedAvailable,roomAvailable,availableFor,bookingType,area(sq-fit),bathroomCount,furnishingType,facilities,minRent(Rs),minRoomRent(Rs),minRoomAdvance(Rs),lat,long,available_from
136020,2020.0,LEELAVATHI R #01,bengaluru,"This beautiful 3 BHK fully_furnished, house is located in the heart of Marenahalli, Bengaluru. Priced at ₹6100 per bed.",Independent House,3 BHK,jp nagar phase 2,1,1,0,boys,bed,1200,3,fully_furnished,[],6100,10250,20500,12.913674354553224,77.587158203125,2023-10-07
5764,,Parineeta Nest 47,noida,"This cosy 4 BHK fully_furnished, house is located in the heart of Block C, Noida. Priced at ₹5300 per bed.",Independent House,4 BHK,sector 47,7,2,2,boys,bed,1400,2,fully_furnished,[],5300,5150,10300,28.54659080505371,77.37405395507812,2023-10-07
302833,2010.0,Rama Devi Nest 302,bengaluru,"Looking for a charming 1 BHK independent apartment for boys, girls, and family at an affordable price in Koramangala Village, Bengaluru? Then, this is right one for you.",Independent Apartment,1 BHK,koramangala,1,0,1,"boys,girls,family",house,400,1,semi_furnished,[],22000,22000,66000,12.941600799560549,77.61830139160156,2023-10-07
270711,2022.0,Dilip Studio's11,indore,"This spacious semi_furnished STUDIO gated society apartment for girls is located at Ratna Lok Colony,Indore and is close to the major commercial centres of the area.",Gated Society Apartment,STUDIO,scheme 53,2,0,1,girls,bed,400,1,semi_furnished,['Security'],8000,16000,16000,22.74803352355957,75.89948272705078,2023-10-07
324562,2011.0,NADAR Nest,mumbai,"Located at Aarey Milk Colony, Mumbai, this cosy 3 BHK independent apartment, which is priced at ₹5000 per bed with a security deposit of ₹0.",Independent Apartment,3 BHK,goregaon east,4,0,2,boys,bed,0,3,semi_furnished,"['Power Backup', 'Security', 'Fridge']",5000,10100,0,19.151519775390625,72.89069366455078,2023-10-10
360587,2020.0,Mahesh nest,bengaluru,"This quiet fully_furnished 1 BK independent apartment for boys is located at Ittamadu,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,1 BK,banashankari stage 3,1,0,1,boys,house,300,1,fully_furnished,[],8000,8000,48000,12.926077842712402,77.54403686523438,2023-10-07
312452,2010.0,Ameen  Nest  101,bengaluru,"This comfortable 1 BHK semi_furnished, house is located in the heart of Royal Shelters, Bengaluru. Priced at ₹10300 for full house.",Independent Apartment,1 BHK,devarachikannahalli,1,0,1,boys,house,450,1,semi_furnished,[],10200,10200,30600,12.891449928283691,77.61665344238281,2023-11-03
360820,2019.0,Adarshmay Apartment_6,pune,"This cosy STUDIO fully_furnished, house is located in the heart of Lohegaon, Pune. Priced at ₹8000 for full house.",Independent Apartment,STUDIO,lohegaon,1,0,1,"boys,girls",house,350,1,fully_furnished,[],8000,8000,8000,18.616270065307617,73.91485595703125,2023-10-07
8959,,PRASHANTHI NEST,bengaluru,"This charming fully_furnished 3 BHK independent house for girls is located at Nanjappa Garden,Bengaluru and is close to the major commercial centres of the area.",Independent House,3 BHK,hormavu,2,0,1,girls,bed,1400,1,fully_furnished,[],5250,14200,28400,13.022842407226562,77.6566390991211,2023-10-18
246729,2010.0,Laxmi Nivas Apartment,hyderabad,"Looking for a spacious 2 BHK independent house for boys at an affordable price in Doctor Colony, Hyderabad? Then, this is right one for you.",Independent House,2 BHK,madhapur,2,2,0,boys,bed,1050,2,fully_furnished,"['Fridge', 'Tv']",9050,17100,34200,17.440170288085938,78.39144897460938,2023-10-06
12330,2017.0,Sharma House,gurugram,"Located at Sector 23 A, Gurugram, this beautiful 3 BHK independent house, which is priced at ₹5500 per bed with a security deposit of ₹5500.",Independent House,3 BHK,sector 23a,1,0,1,girls,bed,1200,1,fully_furnished,[],5500,7800,7800,28.50567054748535,77.04989624023438,2023-10-07
10840,,001 Sai Johith Homes,bengaluru,"This cosy 3 BHK fully_furnished, house is located in the heart of Yamalur, Bengaluru. Priced at ₹7250 per bed.",Independent Apartment,3 BHK,hal airport area,2,2,0,boys,bed,1300,2,fully_furnished,[],7250,15850,39625,12.945293426513672,77.68179321289062,2023-10-06
259117,2015.0,Abhishek Nest,mumbai,"Looking for a charming 2 BHK gated society apartment for boys at an affordable price in Sunder Nagar, Mumbai? Then, this is right one for you.",Gated Society Apartment,2 BHK,malad west,1,1,0,boys,bed,700,2,fully_furnished,['Security'],12700,25050,75150,19.176490783691406,72.84516143798828,2023-11-20
360645,2020.0,RS  COMFORT NEST-201,bengaluru,"Looking for a spacious 1 BHK independent apartment for boys, girls, and family at an affordable price in Lakshmisagar Layout, Bengaluru? Then, this is right one for you.",Independent Apartment,1 BHK,mahadevapura,1,0,1,"boys,girls,family",house,450,1,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",25000,25000,75000,12.993149757385254,77.69349670410156,2023-10-07
21470,,101 B Savoir Fair,pune,"Located at Laxman Nagar, Pune, this comfortable 3 BHK gated society apartment, which is priced at ₹7300 per bed with a security deposit of ₹14600.",Gated Society Apartment,3 BHK,baner gaon,3,3,1,girls,bed,0,1,fully_furnished,['Security'],7300,14800,29600,18.57259559631348,73.7691879272461,2023-11-03
269867,2006.0,Mayuresh Nest#1,mumbai,"This quiet unfurnished 2 BHK gated society apartment for girls is located at Churi Wadi,Mumbai and is close to the major commercial centres of the area.",Gated Society Apartment,2 BHK,goregaon east,1,1,0,girls,house,530,2,unfurnished,['Security'],15000,28000,70000,19.168825149536133,72.85313415527344,2023-11-04
32556,,506 - Olive,bengaluru,"This beautiful STUDIO fully_furnished, house is located in the heart of Syndicate Bank Colony, Bengaluru. Priced at ₹6999 for full house.",Independent House,STUDIO,arakere,2,0,1,boys,house,150,0,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",14300,14600,29200,12.884021759033203,77.59587097167969,2023-10-07
293716,2023.0,Anand Kumar Nest102,bengaluru,"This cosy 1 BHK semi_furnished, house is located in the heart of Esther Enclave Layout, Bengaluru. Priced at ₹11300 for full house.",Independent Apartment,1 BHK,kalkere,1,0,1,family,house,550,1,semi_furnished,[],12300,12300,36900,13.029358863830566,77.66886901855469,2023-10-07
129611,,Comfort homes 001,chennai,"This quiet fully_furnished 3 BHK independent apartment for boys and girls is located at Okkiyam,Chennai and is close to the major commercial centres of the area.",Independent Apartment,3 BHK,thuraipakkam,6,0,3,"boys,girls",bed,1500,0,fully_furnished,[],5250,10500,21000,12.932560920715332,80.23011016845703,2023-10-07
302909,2022.0,KUMARAN HOUSE C2,chennai,"Looking for a quiet 2 BHK independent apartment for boys at an affordable price in Ram Nagar South Extension, Chennai? Then, this is right one for you.",Independent Apartment,2 BHK,madipakkam,4,2,2,boys,bed,1100,1,fully_furnished,"['AC', 'Security', 'Washing Machine', 'Fridge', 'Tv']",8160,14300,28600,12.9613618850708,80.20692443847656,2023-10-07
355255,2020.0,GOLD FILLED GIRNAR TOWER ,mumbai,"This charming semi_furnished 2 BHK independent apartment for family is located at Kala Qila,Mumbai and is close to the major commercial centres of the area.",Independent Apartment,2 BHK,dharavi,2,0,2,family,house,850,2,semi_furnished,['Security'],23500,23500,70500,19.04957389831543,72.859375,2023-10-10
238289,2015.0,Anita House,indore,"Looking for a quiet 2 BHK independent house for family at an affordable price in Hilink City, Indore? Then, this is right one for you.",Independent House,2 BHK,hilink city,1,0,2,family,house,1000,2,semi_furnished,[],6350,6350,6350,22.73525619506836,75.81233978271484,2023-10-07
125312,2010.0,Store,bengaluru,"This comfortable 1 BHK unfurnished, house is located in the heart of Vittasandra, Bengaluru. Priced at ₹10000 for full house.",Independent House,1 BHK,vittasandra,1,0,1,"boys,girls,family",house,1234,1,unfurnished,[],10000,10000,20000,12.856667518615724,77.63581848144531,2023-10-07
893,1800.0,Pavani Prestige,bengaluru,"Looking for a quiet 3 BHK independent apartment for girls at an affordable price in Green Garden Layout, Bengaluru? Then, this is right one for you.",Independent Apartment,3 BHK,munekolala,1,1,0,girls,bed,1300,1,fully_furnished,[],6550,18436,36872,12.954296112060549,77.71508026123047,2023-10-06
76804,,Brigade Panorama - F - 1141,bangalore,"This cosy 2 BHK fully_furnished, house is located in the heart of Anchepalya, Bangalore. Priced at ₹17000 for full house.",Apartment,2 BHK,,4,4,2,"boys,girls",,1000,2,fully_furnished,[],5000,10000,200000,12.887304306030272,77.45367431640625,2023-10-07
59686,,NEERAJ HOUSE DELHI,newdelhi,"Located at Kishangarh, New delhi, this cosy 3 BHK independent house, which is priced at ₹10000 per bed with a security deposit of ₹20000.",Independent House,3 BHK,vasant kunj,4,1,2,boys,bed,900,1,semi_furnished,[],10000,15000,30000,28.515092849731445,77.16572570800781,2023-10-06
9090,,8  ACK Gardenia,bengaluru,"Located at Kasturi Nagar, Bengaluru, this beautiful 2 BHK independent house, which is priced at ₹11000 per bed with a security deposit of ₹27500.",Independent House,2 BHK,banaswadi,1,1,0,girls,bed,1000,1,fully_furnished,[],11000,19330,48325,13.007792472839355,77.66170501708984,2023-10-06
19283,,Narayana Studio  GF,bengaluru,"This quiet fully_furnished STUDIO independent apartment for boys is located at Papanna Grape Garden,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,STUDIO,hennur bande,1,0,1,boys,house,0,1,fully_furnished,"['Fridge', 'Tv']",10000,10000,20000,13.03617000579834,77.63722229003906,2023-10-07
48638,,Prisha Bhuvana Greens,bengaluru,"Located at Eastwood Layout, Bengaluru, this comfortable 3 BHK independent apartment, which is priced at ₹50000 for full house with a security deposit of ₹100000.",Independent Apartment,3 BHK,haralur,3,0,3,"boys,girls,family",house,1660,0,semi_furnished,[],10000,10000,20000,12.906601905822754,77.67184448242188,2023-10-07
14712,,HMS Edward Regency,bengaluru,"This beautiful 4 BHK fully_furnished, house is located in the heart of Vasanth Nagar, Bengaluru. Priced at ₹11000 per bed.",Independent Apartment,4 BHK,vasanth nagar,1,1,0,girls,bed,1600,1,fully_furnished,[],11000,17300,34600,12.985960960388184,77.59748077392578,2023-10-06
18780,,Chandramohan's Nest,mumbai,"This beautiful 4 BHK fully_furnished, house is located in the heart of Indian Oil Nagar, Mumbai. Priced at ₹10500 per bed.",Gated Society Apartment,4 BHK,shivaji nagar,3,1,1,boys,bed,0,2,fully_furnished,['Security'],10500,23900,47800,19.064329147338867,72.9122314453125,2023-10-20
35623,,D-109 MONARCH SERENITY,bengaluru,"This charming fully_furnished 3 BHK gated society apartment for boys is located at Bds Layout,Bengaluru and is close to the major commercial centres of the area.",Gated Society Apartment,3 BHK,hegde nagar,1,1,0,boys,bed,1500,0,fully_furnished,"['Swimming Pool', 'Gym', 'Security']",8000,15882,31764,13.061131477355955,77.63219451904297,2023-10-08
155984,,"H R Yogendra Nest, # 104",bengaluru,"This comfortable 1 BK semi_furnished, house is located in the heart of Beml Layout Stage 4, Rajarajeshwari Nagar, Bengaluru, Karnataka, India, Bengaluru. Priced at ₹12000 for full house.",Independent House,1 BK,Rajarajeshwari Nagar,1,1,1,boys,house,220,1,semi_furnished,[],12000,12000,24000,12.913037300109863,77.52249145507812,2023-10-07
266275,2016.0,MP Vasantha Kumari  Nest ,bengaluru,"This charming fully_furnished 3 BHK independent house for boys is located at Rpc Layout,Bengaluru and is close to the major commercial centres of the area.",Independent House,3 BHK,vijaya nagar stage 2,1,1,0,boys,bed,900,2,fully_furnished,['Fridge'],4200,8400,16800,12.960597038269045,77.5390853881836,2023-10-06
238610,2020.0,Vishwanath nest,bengaluru,"Located at Bhoomi Reddy Colony, New Thippasandra, Bengaluru, Karnataka, India, Bengaluru, this comfortable 4 BHK independent house, which is priced at ₹10400 per bed with a security deposit of ₹20800.",Independent House,4 BHK,new thippasandra,2,0,2,girls,bed,2000,3,fully_furnished,[],10400,10400,20800,12.973004341125488,77.65362548828125,2023-10-16
7485,,B1405 Alpine Viva,bengaluru,"Looking for a spacious 4 BHK independent apartment for girls at an affordable price in Sai Gardens, Bengaluru? Then, this is right one for you.",Independent Apartment,4 BHK,belatur,5,3,1,girls,bed,1000,1,semi_furnished,[],7300,13900,27800,13.01431369781494,77.76094055175781,2023-10-07
287300,2017.0,Subbamma Narasaiah NEST 302,bengaluru,"This comfortable 2 BHK fully_furnished, house is located in the heart of Kuvempu Nagar, Bengaluru. Priced at ₹5750 per bed.",Independent Apartment,2 BHK,duravani nagar,4,0,2,"boys,girls",bed,1000,2,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",5750,11500,23000,13.00898551940918,77.6713638305664,2023-10-07
359670,2010.0,3BHK Semi furnished flat for rent,hyderabad,"Located at Sri Ram Nagar, Hyderabad, this beautiful 3 BHK independent apartment, which is priced at ₹32000 for full house with a security deposit of ₹60000.",Independent Apartment,3 BHK,puppal guda,3,0,3,"boys,girls,family",house,1650,3,semi_furnished,[],10000,10000,60000,17.406953811645508,78.38199615478516,2023-10-07
266868,2010.0,Dilip House Goyal Vihar,indore,"This beautiful 3 BHK unfurnished, house is located in the heart of Keshav Nagar, Indore. Priced at ₹17000 for full house.",Independent House,3 BHK,goyal vihar,3,0,3,family,house,110,3,unfurnished,[],6333,6333,6333,22.72721672058105,75.91190338134766,2023-10-07
273184,2010.0,Satguru Kripa Niwas 04,newdelhi,"This cosy STUDIO fully_furnished, house is located in the heart of Block E, New delhi. Priced at ₹5100 per bed.",Independent Apartment,STUDIO,mohan garden,1,1,0,boys,bed,300,1,fully_furnished,"['AC', 'Fridge', 'Tv']",5100,10100,10100,28.62395477294922,77.0385971069336,2023-10-06
5676,,Sandra Nest,bengaluru,"This beautiful 3 BHK fully_furnished, house is located in the heart of M Venkategowdara Layout, Bengaluru. Priced at ₹7800 per bed.",Independent House,3 BHK,hebbal kempapura,1,1,0,girls,bed,1300,0,fully_furnished,[],7800,15850,31700,13.05434799194336,77.6000747680664,2023-11-13
128519,,Bhushan House,newdelhi,"This quiet semi_furnished 1 BHK independent house for boys, girls, and family is located at Mayur Vihar Phase 1,New delhi and is close to the major commercial centres of the area.",Independent House,1 BHK,mayur vihar phase 1,2,0,1,"boys,girls,family",house,400,1,semi_furnished,[],5500,11000,11000,28.60787010192871,77.29203033447266,2023-10-07
130096,,Amit Jain Nest #C6/76,newdelhi,"This cosy 3 BHK semi_furnished, house is located in the heart of Dda Flats Block C, New delhi. Priced at ₹7500 per bed.",Independent House,3 BHK,vikaspuri,3,1,1,boys,bed,2000,1,semi_furnished,[],7500,15300,15300,28.63347816467285,77.07096862792969,2023-10-07
75131,,601 E Kul Utsav,pune,"This quiet semi_furnished 3 BHK gated society apartment for boys is located at Tyni Audyogic Wasahat,Pune and is close to the major commercial centres of the area.",Gated Society Apartment,3 BHK,ambedkar nagar,5,1,1,boys,bed,1200,1,semi_furnished,['Security'],5300,12500,25000,18.453113555908203,73.89315032958984,2023-10-09
63411,,Prem Nivas Nest,bengaluru,"This spacious semi_furnished 3 BHK gated society apartment for girls is located at Shivaji Nagar,Bengaluru and is close to the major commercial centres of the area.",Gated Society Apartment,3 BHK,shivaji nagar,1,1,0,girls,bed,1800,1,semi_furnished,['Security'],9550,20150,40300,12.982275009155272,77.60189056396484,2023-10-18
259498,2005.0,Verma House,gurugram,"Located at Mayfield Garden, Gurugram, this cosy 4 BHK independent apartment, which is priced at ₹7050 per bed with a security deposit of ₹7050.",Independent Apartment,4 BHK,mayfield garden,4,2,1,boys,bed,1575,4,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",7050,15200,15200,28.423139572143555,77.06723022460938,2023-10-06
335797,2020.0,Aranyam Housing Society_06,pune,"Looking for a charming 3 BHK independent apartment for girls at an affordable price in Block G, Pune? Then, this is right one for you.",Independent Apartment,3 BHK,midc chinchwad,3,0,3,girls,bed,1200,3,unfurnished,['Security'],10000,10000,20000,18.65734100341797,73.80563354492188,2023-10-10
66012,,Sukanya House,noida,"This beautiful 2 BHK semi_furnished, house is located in the heart of Sector 135, Noida. Priced at ₹25800 for full house.",Gated Society Apartment,2 BHK,sector 135,4,0,2,boys,house,1225,1,semi_furnished,['Security'],5200,10400,10400,28.496131896972656,77.4014663696289,2023-10-30
360643,2020.0,RS  COMFORT NEST-104,bengaluru,"This charming fully_furnished 1 BHK independent apartment for boys, girls, and family is located at Lakshmisagar Layout,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,1 BHK,mahadevapura,1,0,1,"boys,girls,family",house,450,1,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",25000,25000,75000,12.993149757385254,77.69349670410156,2023-10-07
12556,,013 Flobal Meadows,bengaluru,"This cosy 2 BHK fully_furnished, house is located in the heart of Beml Layout Stage 7, Bengaluru. Priced at ₹9650 per bed.",Independent Apartment,2 BHK,rr nagar,1,1,1,girls,bed,1100,1,fully_furnished,[],9650,9650,9650,12.914895057678224,77.49989318847656,2023-10-07
357150,2021.0,Mouli Nilaya-103,bengaluru,"Located at Doddanagamangala, Bengaluru, this beautiful 1 BHK independent apartment, which is priced at ₹12000 for full house with a security deposit of ₹24000.",Independent Apartment,1 BHK,doddanagamangala,1,0,1,"boys,girls,family",house,500,1,semi_furnished,[],12000,12000,24000,12.858223915100098,77.67559051513672,2023-10-07
21056,,Glory Nest 46,noida,"This comfortable 3 BHK fully_furnished, house is located in the heart of Block B, Noida. Priced at ₹9350 per bed.",Gated Society Apartment,3 BHK,sector 2,1,1,1,boys,bed,0,1,fully_furnished,"['Power Backup', 'Security']",9350,9350,18700,28.587207794189453,77.31666564941406,2023-10-06
360708,2023.0,Srinivas Nilayam Nest-104,bengaluru,"This beautiful 1 BHK fully_furnished, house is located in the heart of Electronic City, Bengaluru. Priced at ₹20000 for full house.",Independent Apartment,1 BHK,electronic city,1,0,1,"boys,girls,family",house,650,1,fully_furnished,"['Fridge', 'Tv']",20000,20000,40000,12.855130195617676,77.67378997802734,2023-10-07
358128,2021.0,Siddhivinayak Heights_402,pune,"This beautiful 1 BK unfurnished, house is located in the heart of Manjari Budruk, Pune. Priced at ₹7000 for full house.",Independent Apartment,1 BK,manjari budruk,1,0,1,"girls,family",house,400,1,unfurnished,[],7000,7000,14000,18.507551193237305,73.96416473388672,2023-10-10
59802,2021.0,Mangal solanki Nest,bengaluru,"Located at Hsr Layout, Bengaluru, this beautiful 1 BHK independent house, which is priced at ₹12500 for full house with a security deposit of ₹18750.",Independent House,1 BHK,hsr layout,2,0,1,girls,house,360,1,semi_furnished,[],6250,12500,18750,12.895339012145996,77.6507339477539,2023-11-06
67339,,Neeru Nest 76,noida,"This charming fully_furnished 3 BHK gated society apartment for girls is located at Max Royal,Noida and is close to the major commercial centres of the area.",Gated Society Apartment,3 BHK,sector 76,2,0,1,girls,bed,1650,0,fully_furnished,['Security'],4250,10000,20000,28.564891815185547,77.38458251953125,2023-11-29
194654,2019.0,Manish Nest 123,indore,"Located at Shiv Moti Nagar, Indore, this comfortable 2 BHK independent house, which is priced at ₹22000 for full house with a security deposit of ₹44000.",Independent House,2 BHK,navlakha,2,0,2,"girls,family",,1200,2,fully_furnished,[],11000,11000,44000,22.695453643798828,75.87712097167969,2023-10-07
303055,2019.0,Hemachandran Nest,bengaluru,"This charming fully_furnished 4 BHK independent apartment for girls is located at Yarraiaina Palya,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,4 BHK,ramamurthi nagar,1,1,0,girls,bed,1200,4,fully_furnished,"['Washing Machine', 'Fridge', 'Tv']",7500,14000,28000,13.015774726867676,77.671875,2023-11-01
360011,2020.0,Samajwadi Awas Yojna _6D,noida,"This quiet semi_furnished 1 BHK independent apartment for boys and girls is located at Ajnara Ambrosia,Noida and is close to the major commercial centres of the area.",Independent Apartment,1 BHK,sector 118,1,0,1,"boys,girls",house,500,1,semi_furnished,[],10000,10000,10000,28.58123207092285,77.4040298461914,2023-10-07
12558,2021.0,NAGAMANI NEST  401,bengaluru,"Located at Thimaia Reddy Layout, Bengaluru, this beautiful 2 BHK independent house, which is priced at ₹5200 per bed with a security deposit of ₹10400.",Independent House,2 BHK,kaggadasapura,1,1,0,boys,bed,1000,2,semi_furnished,"['Washing Machine', 'Fridge', 'Tv']",5200,10400,20800,12.9812593460083,77.68006896972656,2023-10-06
50242,,Sonestaa Meadows,bengaluru,"Located at Sonesta Meadows, Bengaluru, this cosy 2 BHK gated society apartment, which is priced at ₹25000 for full house with a security deposit of ₹50000.",Gated Society Apartment,2 BHK,thubarahalli,2,0,2,family,house,1471,2,semi_furnished,['Security'],11950,12050,24100,12.948527336120604,77.72151947021484,2023-11-20
272217,2022.0,Vishwesh Residency_401,bengaluru,"Looking for a spacious 1 BHK independent apartment for boys at an affordable price in Electronic City, Bengaluru? Then, this is right one for you.",Independent Apartment,1 BHK,electronic city,1,0,1,boys,house,400,1,semi_furnished,[],10400,10400,31200,12.853466033935549,77.66847229003906,2023-11-21
360322,2010.0,Gera Harmony,pune,"Located at Gera Hirmony A, Pune, this cosy 2 BHK gated society apartment, which is priced at ₹40000 for full house with a security deposit of ₹120000.",Gated Society Apartment,2 BHK,kalyani nagar,2,0,2,"boys,girls,family",house,1000,2,fully_furnished,"['Security', 'Fridge']",20000,20000,120000,18.54825782775879,73.9001235961914,2023-10-10
280962,2015.0,SRIYAM Nilaya Nestaway HUB,bengaluru,"Located at Neeladri Nagar, Bengaluru, this beautiful STUDIO independent house, which is priced at ₹6600 for full house with a security deposit of ₹6600.",Independent House,STUDIO,doddathoguru,1,0,1,"boys,girls,family",house,300,1,semi_furnished,[],5300,5300,5300,12.838061332702637,77.64848327636719,2023-10-07
21799,,KATAM FLATS FLAT 402,hyderabad,"This charming fully_furnished  gated society apartment for girls is located at Mla Colony,Hyderabad and is close to the major commercial centres of the area.",Gated Society Apartment,,banjara hills,1,1,0,girls,bed,1700,0,fully_furnished,['Security'],9500,18650,37300,17.410873413085938,78.4229736328125,2023-10-24
277065,2012.0,Rajkumar House 104,indore,"Looking for a spacious 1 BHK independent apartment for family at an affordable price in Anil Nagar, Indore? Then, this is right one for you.",Independent Apartment,1 BHK,anil nagar,1,0,1,family,house,500,1,semi_furnished,[],7350,7350,0,22.742063522338867,75.90076446533203,2023-10-07
12448,,Buddha Cottage,newdelhi,"This cosy  fully_furnished, house is located in the heart of Block D, New delhi. Priced at ₹8250 per bed.",Independent House,,new friends colony,2,0,1,boys,bed,1000,0,fully_furnished,['AC'],8250,16500,33000,28.56623077392578,77.26709747314453,2023-10-09
244410,2014.0,Nehru 1 BHk,indore,"Located at Nehru Nagar, Indore, this beautiful 1 BHK independent apartment, which is priced at ₹9000 for full house with a security deposit of ₹9000.",Independent Apartment,1 BHK,nehru nagar,1,0,1,"boys,girls,family",house,750,1,unfurnished,[],9000,9000,9000,22.736648559570312,75.88076782226562,2023-10-07
76804,,Brigade Panorama - F - 1141,bangalore,"This cosy 2 BHK fully_furnished, house is located in the heart of Anchepalya, Bangalore. Priced at ₹17000 for full house.",Apartment,2 BHK,,4,4,2,"boys,girls",,1000,2,fully_furnished,[],5000,10000,200000,12.887304306030272,77.45367431640625,2023-10-06
45153,,aasim nest,bengaluru,"Looking for a spacious 2 BHK gated society apartment for boys at an affordable price in Platinum City, Bengaluru? Then, this is right one for you.",Gated Society Apartment,2 BHK,peenya,1,1,0,boys,bed,1100,0,fully_furnished,['Security'],7500,15000,37500,13.03558349609375,77.53321075439453,2023-10-06
283903,2011.0,Bijith Plaza Apartment 403,bengaluru,"This charming semi_furnished 2 BHK independent apartment for boys and girls is located at Bank Avenue Colony,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,2 BHK,hormavu,2,0,2,"boys,girls",bed,820,2,semi_furnished,[],10200,10200,30600,13.023314476013184,77.65118408203125,2023-10-07
360487,2020.0,HelloWorld 19thMain,bengaluru,"This charming fully_furnished STUDIO independent apartment for boys and girls is located at Sector 3,Bengaluru and is close to the major commercial centres of the area.",Independent Apartment,STUDIO,hsr layout,1,0,1,"boys,girls",bed,350,1,fully_furnished,"['Power Backup', 'Tv']",28000,28000,28000,12.906335830688477,77.64347839355469,2023-10-07
18395,,204 - SLV Srivari Enclave,bengaluru,"This quiet fully_furnished 3 BHK gated society apartment for boys is located at Doddathoguru,Bengaluru and is close to the major commercial centres of the area.",Gated Society Apartment,3 BHK,doddathoguru,4,1,1,boys,bed,1100,1,fully_furnished,['Security'],7500,12200,30500,12.836081504821776,77.64952850341797,2023-10-06
360720,2023.0,Srinivas Nilayam Nest-404,bengaluru,"This beautiful 1 BHK fully_furnished, house is located in the heart of Electronic City, Bengaluru. Priced at ₹20000 for full house.",Independent Apartment,1 BHK,electronic city,1,0,1,"boys,girls,family",house,650,1,fully_furnished,"['Fridge', 'Tv']",20000,20000,40000,12.855130195617676,77.67378997802734,2023-10-07
4785,,201 Jaya Nest,bengaluru,"Looking for a spacious 3 BHK independent house for girls at an affordable price in Omkar Nagar, Bengaluru? Then, this is right one for you.",Independent House,3 BHK,hulimavu,4,1,1,girls,bed,1300,2,fully_furnished,[],7050,13350,26700,12.87709903717041,77.59077453613281,2023-10-06
269820,2012.0,Ganga Alfa Paradise,pune,"This beautiful 2 BHK semi_furnished, house is located in the heart of Wagholi, Amrut Nagri, Pune. Priced at ₹19000 for full house.",Independent House,2 BHK,wagholi,2,0,2,family,house,750,2,semi_furnished,['Tv'],9650,9650,19300,18.572132110595703,73.97599792480469,2023-10-10
328254,2002.0,bhangale Nest,mumbai,"Located at , Mumbai, this beautiful 1 BHK independent apartment, which is priced at ₹9000 for full house with a security deposit of ₹36000.",Independent Apartment,1 BHK,,1,0,1,family,house,550,1,unfurnished,[],9000,9000,36000,19.2160701751709,73.07897186279297,2023-10-07
345102,2020.0,HelloWorld Indiranagar,bengaluru,"Located at Murugeshpalya, Bengaluru, this beautiful STUDIO independent house, which is priced at ₹12000 per bed with a security deposit of ₹12000.",Independent House,STUDIO,murugeshpalya,2,0,1,"boys,girls",bed,300,1,fully_furnished,"['AC', 'Power Backup', 'Washing Machine', 'Fridge', 'Tv']",12000,24000,24000,12.952990531921388,77.65351104736328,2023-10-07
6504,,412 Ittina Mahavir,bengaluru,"This beautiful 3 BHK fully_furnished, house is located in the heart of Neeladri Nagar, Bengaluru. Priced at ₹422 per bed.",Independent Apartment,3 BHK,doddathoguru,2,0,1,girls,bed,1300,2,fully_furnished,[],422,10750,26875,12.839144706726074,77.64787292480469,2023-11-07
360246,2010.0,Manju Suri Nest_02,newdelhi,"Located at Lok Vihar, New delhi, this beautiful STUDIO independent villa, which is priced at ₹20000 for full house with a security deposit of ₹20000.",Independent Villa,STUDIO,pitampura,1,0,1,"boys,girls",house,600,1,fully_furnished,"['Washing Machine', 'Fridge']",20000,20000,20000,28.69508934020996,77.13572692871094,2023-10-07
131215,,Amarjeet Bikram .NEST E79,newdelhi,"This charming fully_furnished 4 BHK independent house for girls is located at Block E,New delhi and is close to the major commercial centres of the area.",Independent House,4 BHK,kalkaji,3,1,1,girls,bed,2000,0,fully_furnished,[],10800,23650,23650,28.543642044067383,77.25592803955078,2023-10-06
3477,,302- Akshaya Residency,bengaluru,"Looking for a spacious 3 BHK independent apartment for boys at an affordable price in Prithvi Layout, Bengaluru? Then, this is right one for you.",Independent Apartment,3 BHK,whitefield,2,0,1,boys,bed,1300,2,fully_furnished,[],6850,16392,40980,12.977036476135254,77.74413299560547,2023-10-07
678,,PTB402-Golden blossom,bengaluru,"Located at Belatur Colony, Bengaluru, this beautiful 3 BHK independent house, which is priced at ₹9700 per bed with a security deposit of ₹24250.",Independent House,3 BHK,krishnarajapura,1,1,0,boys,bed,1100,0,fully_furnished,[],9700,19400,48500,13.000774383544922,77.75743865966797,2023-10-06
304193,1996.0,Samruddhi Chs,mumbai,"Looking for a quiet 1 BHK independent apartment for family at an affordable price in Bdd Chawls Worli, Mumbai? Then, this is right one for you.",Independent Apartment,1 BHK,worli,1,0,1,family,house,400,1,semi_furnished,['Security'],55000,55000,165000,19.00172233581543,72.82028198242188,2023-10-10
